Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Belgium,BEL,Problems in accessing health care (not wanting to go alone) (% of women): Q3,SH.ACS.ALON.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Problems in accessing health care (not wanting to go alone) (% of women): Q4,SH.ACS.ALON.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Problems in accessing health care (not wanting to go alone) (% of women): Q5 (highest),SH.ACS.ALON.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Smoking (% of women): Q1 (lowest),SH.PRV.SMOK.FE.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Smoking (% of women): Q2,SH.PRV.SMOK.FE.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Smoking (% of women): Q3,SH.PRV.SMOK.FE.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Smoking (% of women): Q4,SH.PRV.SMOK.FE.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Smoking (% of women): Q5 (highest),SH.PRV.SMOK.FE.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Teenage pregnancy and motherhood (% of women ages 15-19 who have had children or are currently pregnant): Q1 (lowest),SP.MTR.1519.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Teenage pregnancy and motherhood (% of women ages 15-19 who have had children or are currently pregnant): Q2,SP.MTR.1519.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Teenage pregnancy and motherhood (% of women ages 15-19 who have had children or are currently pregnant): Q3,SP.MTR.1519.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Teenage pregnancy and motherhood (% of women ages 15-19 who have had children or are currently pregnant): Q4,SP.MTR.1519.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Teenage pregnancy and motherhood (% of women ages 15-19 who have had children or are currently pregnant): Q5 (highest),SP.MTR.1519.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL, Total fertility rate (TFR) (births per woman): Q1 (lowest),SP.DYN.TFRT.Q1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL, Total fertility rate (TFR) (births per woman): Q2,SP.DYN.TFRT.Q2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL, Total fertility rate (TFR) (births per woman): Q3,SP.DYN.TFRT.Q3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL, Total fertility rate (TFR) (births per woman): Q4,SP.DYN.TFRT.Q4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL, Total fertility rate (TFR) (births per woman): Q5 (highest),SP.DYN.TFRT.Q5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Total wanted fertility rate (births per woman): Q1 (lowest),SP.DYN.WFRT.Q1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Total wanted fertility rate (births per woman): Q2,SP.DYN.WFRT.Q2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Total wanted fertility rate (births per woman): Q3,SP.DYN.WFRT.Q3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Total wanted fertility rate (births per woman): Q4,SP.DYN.WFRT.Q4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Total wanted fertility rate (births per woman): Q5 (highest),SP.DYN.WFRT.Q5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Under-5 mortality rate (per 1,000 live births): Q1 (lowest)",SH.DYN.MORT.Q1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Under-5 mortality rate (per 1,000 live births): Q2",SH.DYN.MORT.Q2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Under-5 mortality rate (per 1,000 live births): Q3",SH.DYN.MORT.Q3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Under-5 mortality rate (per 1,000 live births): Q4",SH.DYN.MORT.Q4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Under-5 mortality rate (per 1,000 live births): Q5 (highest)",SH.DYN.MORT.Q5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (for limiting) (% of married women): Q1 (lowest),SP.UWT.LMTG.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (for limiting) (% of married women): Q2,SP.UWT.LMTG.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (for limiting) (% of married women): Q3,SP.UWT.LMTG.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (for limiting) (% of married women): Q4,SP.UWT.LMTG.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (for limiting) (% of married women): Q5 (highest),SP.UWT.LMTG.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (for spacing) (% of married women): Q1 (lowest),SP.UWT.SPCG.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (for spacing) (% of married women): Q2,SP.UWT.SPCG.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (for spacing) (% of married women): Q3,SP.UWT.SPCG.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (for spacing) (% of married women): Q4,SP.UWT.SPCG.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (for spacing) (% of married women): Q5 (highest),SP.UWT.SPCG.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (total) (% of married women): Q1 (lowest),SP.UWT.TFRT.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (total) (% of married women): Q2,SP.UWT.TFRT.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (total) (% of married women): Q3,SP.UWT.TFRT.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (total) (% of married women): Q4,SP.UWT.TFRT.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Unmet need for family planning (total) (% of married women): Q5 (highest),SP.UWT.TFRT.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Vitamin A supplements for children (% of children ages 6-59 months): Q1 (lowest),SN.ITK.VITA.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Vitamin A supplements for children (% of children ages 6-59 months): Q2,SN.ITK.VITA.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Vitamin A supplements for children (% of children ages 6-59 months): Q3,SN.ITK.VITA.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Vitamin A supplements for children (% of children ages 6-59 months): Q4,SN.ITK.VITA.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Vitamin A supplements for children (% of children ages 6-59 months): Q5 (highest),SN.ITK.VITA.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Vitamin A supplements for postpartum women (% of women with a birth): Q1 (lowest),SN.ITK.VAPP.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Vitamin A supplements for postpartum women (% of women with a birth): Q2,SN.ITK.VAPP.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Vitamin A supplements for postpartum women (% of women with a birth): Q3,SN.ITK.VAPP.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Vitamin A supplements for postpartum women (% of women with a birth): Q4,SN.ITK.VAPP.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Vitamin A supplements for postpartum women (% of women with a birth): Q5 (highest),SN.ITK.VAPP.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Acceptability of media messages on family planning (% of women): Q1 (lowest),SH.FPL.ACPT.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Acceptability of media messages on family planning (% of women): Q2,SH.FPL.ACPT.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Acceptability of media messages on family planning (% of women): Q3,SH.FPL.ACPT.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Acceptability of media messages on family planning (% of women): Q4,SH.FPL.ACPT.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Acceptability of media messages on family planning (% of women): Q5 (highest),SH.FPL.ACPT.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Antenatal care (any skilled personnel) (% of women with a birth): Q1 (lowest),SH.STA.ANVC.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Antenatal care (any skilled personnel) (% of women with a birth): Q2,SH.STA.ANVC.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Antenatal care (any skilled personnel) (% of women with a birth): Q3,SH.STA.ANVC.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Antenatal care (any skilled personnel) (% of women with a birth): Q4,SH.STA.ANVC.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Antenatal care (any skilled personnel) (% of women with a birth): Q5 (highest),SH.STA.ANVC.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Antenatal care (doctor) (% of women with a birth): Q1 (lowest),SH.STA.ANVP.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Antenatal care (doctor) (% of women with a birth): Q2,SH.STA.ANVP.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Antenatal care (doctor) (% of women with a birth): Q3,SH.STA.ANVP.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Antenatal care (doctor) (% of women with a birth): Q4,SH.STA.ANVP.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Antenatal care (doctor) (% of women with a birth): Q5 (highest),SH.STA.ANVP.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Anti-malarial drug use by pregnant women (SP/Fansidar two or more doses) (% of women with a birth): Q1 (lowest),SH.MLR.SPFN.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Anti-malarial drug use by pregnant women (SP/Fansidar two or more doses) (% of women with a birth): Q2,SH.MLR.SPFN.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Anti-malarial drug use by pregnant women (SP/Fansidar two or more doses) (% of women with a birth): Q3,SH.MLR.SPFN.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Anti-malarial drug use by pregnant women (SP/Fansidar two or more doses) (% of women with a birth): Q4,SH.MLR.SPFN.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Anti-malarial drug use by pregnant women (SP/Fansidar two or more doses) (% of women with a birth): Q5 (highest),SH.MLR.SPFN.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Assistance during delivery (any skilled personnel) (% of births): Q1 (lowest),SH.STA.BRTC.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Assistance during delivery (any skilled personnel) (% of births): Q2,SH.STA.BRTC.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Assistance during delivery (any skilled personnel) (% of births): Q3,SH.STA.BRTC.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Assistance during delivery (any skilled personnel) (% of births): Q4,SH.STA.BRTC.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Assistance during delivery (any skilled personnel) (% of births): Q5 (highest),SH.STA.BRTC.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Assistance during delivery (doctor) (% of births): Q1 (lowest),SH.STA.BRTP.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Assistance during delivery (doctor) (% of births): Q2,SH.STA.BRTP.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Assistance during delivery (doctor) (% of births): Q3,SH.STA.BRTP.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Assistance during delivery (doctor) (% of births): Q4,SH.STA.BRTP.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Assistance during delivery (doctor) (% of births): Q5 (highest),SH.STA.BRTP.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Breastfeeding (% of children under 6 months): Q1 (lowest),SH.STA.BFED.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Breastfeeding (% of children under 6 months): Q2,SH.STA.BFED.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Breastfeeding (% of children under 6 months): Q3,SH.STA.BFED.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Breastfeeding (% of children under 6 months): Q4,SH.STA.BFED.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Breastfeeding (% of children under 6 months): Q5 (highest),SH.STA.BFED.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Components of antenatal care (received iron tablets or syrup) (% of women with a birth): Q1 (lowest),SH.STA.ANCP.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Components of antenatal care (received iron tablets or syrup) (% of women with a birth): Q2,SH.STA.ANCP.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Components of antenatal care (received iron tablets or syrup) (% of women with a birth): Q3,SH.STA.ANCP.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Components of antenatal care (received iron tablets or syrup) (% of women with a birth): Q4,SH.STA.ANCP.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Components of antenatal care (received iron tablets or syrup) (% of women with a birth): Q5 (highest),SH.STA.ANCP.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Current use of contraception (any method) (% of married women): Q1 (lowest),SP.DYN.CONU.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Current use of contraception (any method) (% of married women): Q2,SP.DYN.CONU.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Current use of contraception (any method) (% of married women): Q3,SP.DYN.CONU.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Current use of contraception (any method) (% of married women): Q4,SP.DYN.CONU.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Current use of contraception (any method) (% of married women): Q5 (highest),SP.DYN.CONU.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Current use of contraception (modern method) (% of married women): Q1 (lowest),SP.DYN.CONM.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Current use of contraception (modern method) (% of married women): Q2,SP.DYN.CONM.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Current use of contraception (modern method) (% of married women): Q3,SP.DYN.CONM.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Current use of contraception (modern method) (% of married women): Q4,SP.DYN.CONM.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Current use of contraception (modern method) (% of married women): Q5 (highest),SP.DYN.CONM.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Desire to stop (limit) childbearing (% of married women): Q1 (lowest),SH.FPL.LIMT.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Desire to stop (limit) childbearing (% of married women): Q2,SH.FPL.LIMT.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Desire to stop (limit) childbearing (% of married women): Q3,SH.FPL.LIMT.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Desire to stop (limit) childbearing (% of married women): Q4,SH.FPL.LIMT.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Desire to stop (limit) childbearing (% of married women): Q5 (highest),SH.FPL.LIMT.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Family planning messages in print (% of women): Q1 (lowest),SH.FPL.READ.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Family planning messages in print (% of women): Q2,SH.FPL.READ.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Family planning messages in print (% of women): Q3,SH.FPL.READ.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Family planning messages in print (% of women): Q4,SH.FPL.READ.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Family planning messages in print (% of women): Q5 (highest),SH.FPL.READ.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted later) (% of births): Q1 (lowest),SH.FPL.MSTM.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted later) (% of births): Q2,SH.FPL.MSTM.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted later) (% of births): Q3,SH.FPL.MSTM.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted later) (% of births): Q4,SH.FPL.MSTM.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted later) (% of births): Q5 (highest),SH.FPL.MSTM.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted no more) (% of births): Q1 (lowest),SH.FPL.UWTD.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted no more) (% of births): Q2,SH.FPL.UWTD.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted no more) (% of births): Q3,SH.FPL.UWTD.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted no more) (% of births): Q4,SH.FPL.UWTD.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted no more) (% of births): Q5 (highest),SH.FPL.UWTD.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted then) (% of births): Q1 (lowest),SH.FPL.WNTD.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted then) (% of births): Q2,SH.FPL.WNTD.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted then) (% of births): Q3,SH.FPL.WNTD.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted then) (% of births): Q4,SH.FPL.WNTD.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Fertility planning status (wanted then) (% of births): Q5 (highest),SH.FPL.WNTD.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Heard family planning on radio and television (% of women): Q1 (lowest),SH.FPL.HEAR.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Heard family planning on radio and television (% of women): Q2,SH.FPL.HEAR.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Heard family planning on radio and television (% of women): Q3,SH.FPL.HEAR.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Heard family planning on radio and television (% of women): Q4,SH.FPL.HEAR.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Heard family planning on radio and television (% of women): Q5 (highest),SH.FPL.HEAR.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Household posession of mosquito nets (any type of mosquito net) (% of households): Q1 (lowest),SH.MLR.NETH.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Household posession of mosquito nets (any type of mosquito net) (% of households): Q2,SH.MLR.NETH.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Household posession of mosquito nets (any type of mosquito net) (% of households): Q3,SH.MLR.NETH.Q3.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Household posession of mosquito nets (any type of mosquito net) (% of households): Q4,SH.MLR.NETH.Q4.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Household posession of mosquito nets (any type of mosquito net) (% of households): Q5 (highest),SH.MLR.NETH.Q5.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Household posession of mosquito nets (insecticide-treated net) (% of households): Q1 (lowest),SH.MLR.NTHI.Q1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Household posession of mosquito nets (insecticide-treated net) (% of households): Q2,SH.MLR.NTHI.Q2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
