Country Name,Country Code,Series,Series Code,2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],2020 [YR2020]
Switzerland,CHE,"Out-of-school rate for children of primary school age, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, adjusted wealth parity index (household survey data) (WPIA)",UIS.ROFST.H.1.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, both sexes (%)",UIS.ROFST.1,..,0.08248,0.14638,0.01341,0.16862,0.19298,0.21238,0.38832,0.35159,0.4755,0.52834,..,..,..,..,0.59895,0.52746,0.49253,0.47204,0.33687,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, both sexes (household survey data) (%)",UIS.ROFST.H.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, female (%)",UIS.ROFST.1.F,..,..,..,..,..,..,..,0.02198,0.09722,0.28986,0.30809,..,..,..,..,0.31524,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, female (household survey data) (%)",UIS.ROFST.H.1.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, female, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, female, adjusted wealth parity index (household survey data) (WPIA)",UIS.ROFST.H.1.F.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.Q4.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q4.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, fourth quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.Q4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, fourth quintile, female (household survey data) (%)",UIS.ROFST.H.1.Q4.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q4.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, fourth quintile, male (household survey data) (%)",UIS.ROFST.H.1.Q4.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q4.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, male (%)",UIS.ROFST.1.M,..,..,..,..,..,..,..,0.73391,0.59135,0.65075,0.73649,..,..,..,..,0.86729,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, male (household survey data) (%)",UIS.ROFST.H.1.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, male, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, male, adjusted wealth parity index (household survey data) (WPIA)",UIS.ROFST.H.1.M.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.Q3.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q3.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, middle quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.Q3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, middle quintile, female (household survey data) (%)",UIS.ROFST.H.1.Q3.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q3.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, middle quintile, male (household survey data) (%)",UIS.ROFST.H.1.Q3.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q3.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.Q1.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q1.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, poorest quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.Q1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, poorest quintile, female (household survey data) (%)",UIS.ROFST.H.1.Q1.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q1.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, poorest quintile, male (household survey data) (%)",UIS.ROFST.H.1.Q1.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q1.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, primary education, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.RUR.Q4.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, primary education, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.RUR.Q3.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, primary education, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.RUR.Q1.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, primary education, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.RUR.Q5.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, primary education, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.RUR.Q2.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, primary education, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.URB.Q4.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, primary education, urban, middle quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.URB.Q3.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, primary education, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.URB.Q1.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, primary education, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.URB.Q5.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, primary education, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.URB.Q2.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.Q5.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q5.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, richest quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.Q5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, richest quintile, female (household survey data) (%)",UIS.ROFST.H.1.Q5.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q5.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, richest quintile, male (household survey data) (%)",UIS.ROFST.H.1.Q5.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q5.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.RUR.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, adjusted wealth parity index (household survey data) (WPIA)",UIS.ROFST.H.1.RUR.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, both sexes (household survey data) (%)",UIS.ROFST.H.1.RUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, female (household survey data) (%)",UIS.ROFST.H.1.RUR.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)",UIS.ROFST.H.1.RUR.F.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, fourth quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.RUR.Q4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, fourth quintile, female (household survey data) (%)",UIS.ROFST.H.1.RUR.Q4.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, fourth quintile, male (household survey data) (%)",UIS.ROFST.H.1.RUR.Q4.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, male (household survey data) (%)",UIS.ROFST.H.1.RUR.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)",UIS.ROFST.H.1.RUR.M.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, middle quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.RUR.Q3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, middle quintile, female (household survey data) (%)",UIS.ROFST.H.1.RUR.Q3.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, middle quintile, male (household survey data) (%)",UIS.ROFST.H.1.RUR.Q3.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, poorest quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.RUR.Q1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, poorest quintile, female (household survey data) (%)",UIS.ROFST.H.1.RUR.Q1.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, poorest quintile, male (household survey data) (%)",UIS.ROFST.H.1.RUR.Q1.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, richest quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.RUR.Q5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, richest quintile, female (household survey data) (%)",UIS.ROFST.H.1.RUR.Q5.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, richest quintile, male (household survey data) (%)",UIS.ROFST.H.1.RUR.Q5.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, second quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.RUR.Q2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, second quintile, female (household survey data) (%)",UIS.ROFST.H.1.RUR.Q2.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, rural, second quintile, male (household survey data) (%)",UIS.ROFST.H.1.RUR.Q2.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.Q2.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, second quintile, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q2.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, second quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.Q2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, second quintile, female (household survey data) (%)",UIS.ROFST.H.1.Q2.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q2.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, second quintile, male (household survey data) (%)",UIS.ROFST.H.1.Q2.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)",UIS.ROFST.H.1.Q2.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, adjusted gender parity index (household survey data) (GPIA)",UIS.ROFST.H.1.URB.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, adjusted wealth parity index (household survey data) (WPIA)",UIS.ROFST.H.1.URB.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, both sexes (household survey data) (%)",UIS.ROFST.H.1.URB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, female (household survey data) (%)",UIS.ROFST.H.1.URB.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)",UIS.ROFST.H.1.URB.F.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, fourth quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.URB.Q4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, fourth quintile, female (household survey data) (%)",UIS.ROFST.H.1.URB.Q4.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, fourth quintile, male (household survey data) (%)",UIS.ROFST.H.1.URB.Q4.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, male (household survey data) (%)",UIS.ROFST.H.1.URB.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)",UIS.ROFST.H.1.URB.M.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, middle quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.URB.Q3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, middle quintile, female (household survey data) (%)",UIS.ROFST.H.1.URB.Q3.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, middle quintile, male (household survey data) (%)",UIS.ROFST.H.1.URB.Q3.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, poorest quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.URB.Q1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, poorest quintile, female (household survey data) (%)",UIS.ROFST.H.1.URB.Q1.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, poorest quintile, male (household survey data) (%)",UIS.ROFST.H.1.URB.Q1.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, richest quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.URB.Q5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, richest quintile, female (household survey data) (%)",UIS.ROFST.H.1.URB.Q5.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, richest quintile, male (household survey data) (%)",UIS.ROFST.H.1.URB.Q5.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, second quintile, both sexes (household survey data) (%)",UIS.ROFST.H.1.URB.Q2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, second quintile, female (household survey data) (%)",UIS.ROFST.H.1.URB.Q2.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children of primary school age, urban, second quintile, male (household survey data) (%)",UIS.ROFST.H.1.URB.Q2.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Out-of-school rate for children one year younger than official age, adjusted gender parity index (GPIA)",UIS.ROFST.AGM1.GPIA.CP,..,2,0,2,2,0,0,0,0,0.18121,0.8163,1.02444,2,0.67693,0.70589,0.77619,0.62324,0.73204,0.72589,0.62359,..
Switzerland,CHE,"Out-of-school rate for children one year younger than official primary entrance age, both sexes (%)",UIS.ROFST.AGM1.CP,..,0.14182,0.56802,0.25385,0.50534,0.33324,0.05391,0.19621,1.14156,0.6423,0.86975,2.14393,0.08756,1.06753,1.64379,2.45267,1.80537,4.57607,3.81552,2.08814,..
Switzerland,CHE,"Out-of-school rate for children one year younger than official primary entrance age, female (%)",UIS.ROFST.AGM1.F.CP,..,0.29151,0,0.52139,1.03866,0,0,0,0,0.19309,0.7795,2.17121,0.18012,0.85731,1.35408,2.13619,1.37715,3.85027,3.19383,1.59309,..
Switzerland,CHE,"Out-of-school rate for children one year younger than official primary entrance age, male (%)",UIS.ROFST.AGM1.M.CP,..,0,1.1066,0,0,0.64847,0.10481,0.38114,2.21563,1.06552,0.95491,2.11816,0,1.26648,1.91827,2.75214,2.20966,5.25966,4.3999,2.55471,..
Switzerland,CHE,"Participants in literacy programmes as a % of the illiterate population, both sexes",UIS.PLILLITP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Participants in literacy programmes as a % of the illiterate population, female",UIS.PLILLITP.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Participants in literacy programmes as a % of the illiterate population, male",UIS.PLILLITP.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, adjusted gender parity index (GPIA)",UIS.POSTIMUENV.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, adjusted location parity index (LPIA)",UIS.POSTIMUENV.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, adjusted wealth parity index (WPIA)",UIS.POSTIMUENV.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, both sexes (%)",UIS.POSTIMUENV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, female (%)",UIS.POSTIMUENV.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, male (%)",UIS.POSTIMUENV.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, poorest quintile (%)",UIS.POSTIMUENV.WQ1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, richest quintile (%)",UIS.POSTIMUENV.WQ5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, rural (%)",UIS.POSTIMUENV.RUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, urban (%)",UIS.POSTIMUENV.URB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,Percentage of enrolment in early childhood education programmes in private institutions (%),UIS.PRP.0,..,5.06868,4.97661,4.91768,4.89636,5.15456,5.20095,3.8387,3.86948,3.8519,9.66067,9.83131,9.39466,8.8824,8.41845,6.78697,7.18763,7.41506,..,7.34385,..
Switzerland,CHE,Percentage of enrolment in early childhood educational development programmes in private institutions (%),UIS.PRP.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
